,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AP4B1-AS1,115.9647989,-0.435171367,0.2418482,-1.799357478,0.071962151,0.205653987
AL589794.1,0,NA,NA,NA,NA,NA
AL132671.1,0,NA,NA,NA,NA,NA
ZNF32-AS1,0,NA,NA,NA,NA,NA
RPS17P8,0,NA,NA,NA,NA,NA
AC091729.2,0,NA,NA,NA,NA,NA
RPL17P14,0,NA,NA,NA,NA,NA
RAD23BP3,0,NA,NA,NA,NA,NA
RPSAP49,0,NA,NA,NA,NA,NA
MTCYBP39,0,NA,NA,NA,NA,NA
USP8P2,0,NA,NA,NA,NA,NA
AC079150.1,0,NA,NA,NA,NA,NA
TMEM252-DT,4.888102031,-0.110189213,1.083754144,-0.101673626,0.919015737,NA
MRPS16P3,0,NA,NA,NA,NA,NA
RPL23AP28,0,NA,NA,NA,NA,NA
AL606489.1,339.9529536,-0.080801693,0.155574862,-0.519374993,0.603499266,0.801430151
NUP50-DT,928.7570242,-0.293450329,0.111676754,-2.627676017,0.008597035,0.038119385
AC006150.1,0,NA,NA,NA,NA,NA
AC122683.1,0.333014043,0.676411497,4.078115203,0.165863754,0.868264172,NA
CROCC2,2.21433638,-2.267843166,1.715550866,-1.32193292,0.186190489,NA
ELOCP21,0,NA,NA,NA,NA,NA
LINC02519,17.2765454,-1.191836929,0.653879624,-1.822716117,0.068346398,0.198398394
GAPDHP75,0,NA,NA,NA,NA,NA
GAS1RR,153.7524762,0.403629793,0.211356399,1.909711718,0.056170341,0.171095881
TRAF6P1,0.408444302,0.67510122,4.044190771,0.166931102,0.867424261,NA
AC132807.1,0.247018183,-0.999319004,4.037932246,-0.247482856,0.804534558,NA
RPL12P19,1.398168658,-0.170961654,1.905319337,-0.089728609,0.928502881,NA
Z75746.1,1.23245006,-2.223125871,2.216304147,-1.003077973,0.315823242,NA
HNRNPDLP1,0,NA,NA,NA,NA,NA
SMARCE1P2,0,NA,NA,NA,NA,NA
CFLAR-AS1,165.5454993,-0.195922981,0.212516005,-0.921921063,0.356569752,0.602771377
MTCYBP12,0,NA,NA,NA,NA,NA
ZNF192P1,95.12280641,-0.192299308,0.26395155,-0.728540174,0.466282986,0.700644617
LINC01811,37.13398241,-1.304526495,0.410720006,-3.176194184,0.00149221,0.008493765
NPY6R,144.8703725,0.135673442,0.218961022,0.619623718,0.535505548,0.754458109
RBISP1,0,NA,NA,NA,NA,NA
AL512638.1,0,NA,NA,NA,NA,NA
MAGI2-AS2,4.923434709,-0.933241879,1.105454923,-0.844215228,0.398549147,NA
OSTCP8,0,NA,NA,NA,NA,NA
AL138749.1,0,NA,NA,NA,NA,NA
AC005828.1,85.65829108,-1.87951517,0.31222789,-6.019690198,1.75E-09,2.69E-08
MTND1P20,0,NA,NA,NA,NA,NA
HNRNPA3P1,0,NA,NA,NA,NA,NA
AC117465.1,3.759742697,-1.391795108,1.247188989,-1.115945634,0.264445406,NA
FABP7P1,0,NA,NA,NA,NA,NA
TBCAP1,0.085793962,-0.204935325,4.067605486,-0.050382301,0.95981774,NA
NAALADL2-AS2,57.89251311,-0.350153451,0.321684935,-1.088498132,0.276375261,0.516448675
KRTAP3-4P,0,NA,NA,NA,NA,NA
AC073910.1,0,NA,NA,NA,NA,NA
AL663109.1,0.878113769,2.596735182,2.548305012,1.019004856,0.308200661,NA
AL021393.1,19.50201264,-1.200495276,0.58102546,-2.066166387,0.038812771,0.128510933
AP001136.1,34.75141195,-0.012729037,0.452974177,-0.028101022,0.977581579,0.990688121
AL442647.1,0,NA,NA,NA,NA,NA
GAPDHP54,0,NA,NA,NA,NA,NA
BCAS2P3,0,NA,NA,NA,NA,NA
AC112198.1,0,NA,NA,NA,NA,NA
AL354977.1,10.3751995,-0.228019793,0.751282571,-0.303507364,0.761503237,0.894353674
AC092155.1,87.205988,-1.545858325,0.317418863,-4.870089675,1.12E-06,1.20E-05
AC083855.1,0.248343314,-1.000888079,4.038294072,-0.247849231,0.804251062,NA
LINC00343,5.373637974,0.3279419,1.021069045,0.321175049,0.74807774,NA
AL137001.1,0,NA,NA,NA,NA,NA
RPL21P110,0.309443884,0.658044157,4.07485128,0.161489122,0.871708178,NA
OR52M2P,0,NA,NA,NA,NA,NA
AC092567.1,166.152387,-0.148661531,0.208824095,-0.711898362,0.476527717,0.709002945
AL450344.2,1.962043713,-3.986122228,1.998737535,-1.994319993,0.046117096,NA
IFNWP9,0,NA,NA,NA,NA,NA
AC245291.1,0,NA,NA,NA,NA,NA
UBE2V1P5,0,NA,NA,NA,NA,NA
LINC02679,6.774306258,0.334697543,0.967171536,0.346058098,0.729299053,0.877556385
LINC02848,207.9891472,-0.100171071,0.184115869,-0.544065382,0.586396482,0.790732139
ZNF451-AS1,1532.077292,-0.482949705,0.105965215,-4.55762491,5.17E-06,4.96E-05
TLK1P1,0,NA,NA,NA,NA,NA
MIR548T,0,NA,NA,NA,NA,NA
MIR663B,0,NA,NA,NA,NA,NA
MIR1289-2,0,NA,NA,NA,NA,NA
MIR1237,0,NA,NA,NA,NA,NA
GPC6-AS2,0.983326639,-1.449193269,2.43807695,-0.594400135,0.552244518,NA
AC010880.1,3.532723075,-0.48932585,1.266148965,-0.386467836,0.699150219,NA
PSPC1P1,10.57433145,0.240559304,0.79093035,0.304147266,0.761015698,0.893971044
AC005008.1,0,NA,NA,NA,NA,NA
AL451105.1,0.085793962,-0.204935325,4.067605486,-0.050382301,0.95981774,NA
CUTALP,1634.842737,-0.249865305,0.107878259,-2.316178508,0.020548524,0.077496891
AL360271.2,0,NA,NA,NA,NA,NA
TMEM256P2,0,NA,NA,NA,NA,NA
AC109780.2,1.711261443,-1.560345399,1.863351881,-0.837386333,0.402375445,NA
AL513175.1,0,NA,NA,NA,NA,NA
MROH5,0.835635368,2.121992016,2.81557175,0.753662916,0.451051655,NA
EEF1DP2,74.95456267,-0.528927688,0.296784107,-1.78219681,0.074717143,0.210748481
LINC01709,6.975573171,-2.057178531,1.134986983,-1.812512885,0.069906985,0.201421037
FAM66C,1305.824084,-0.201902982,0.108279903,-1.864639488,0.062231954,0.184327979
AC073409.1,0,NA,NA,NA,NA,NA
SDCBPP1,0.720653636,1.1867593,2.937311611,0.404029077,0.686191337,NA
MTND4P25,0,NA,NA,NA,NA,NA
LENG8-AS1,311.9608986,-0.394245298,0.159164903,-2.476961251,0.013250629,0.05450498
AL441943.1,0,NA,NA,NA,NA,NA
ENTPD1-AS1,5412.110987,-0.219786251,0.091756604,-2.395318062,0.016605953,0.065313007
LINC01535,491.3443986,-0.016139688,0.133542065,-0.120858461,0.903803145,0.960423914
AC020595.1,0,NA,NA,NA,NA,NA
AC073311.1,1.377441252,0.099560772,1.925323804,0.051711183,0.958758826,NA
SRRM5,42.41627691,0.142451848,0.374429848,0.380450032,0.703611381,0.862322769
AC010145.1,151.4568805,-0.469326692,0.213974958,-2.193372046,0.028280585,0.099828703
RPSAP33,0,NA,NA,NA,NA,NA
SNRPGP8,0,NA,NA,NA,NA,NA
AL132657.1,11.45534393,-0.107617586,0.705305775,-0.15258288,0.878727227,0.949738525
MICC,0,NA,NA,NA,NA,NA
AC060234.1,9.52213409,-0.536443259,0.776702747,-0.690667389,0.489774588,0.719320838
AC093019.1,0,NA,NA,NA,NA,NA
RPS4XP2,4.153427473,-0.996387338,1.197090899,-0.832340584,0.405216729,NA
LCEP4,0,NA,NA,NA,NA,NA
AC062022.1,0,NA,NA,NA,NA,NA
AC098935.1,0,NA,NA,NA,NA,NA
RBMY1J,0,NA,NA,NA,NA,NA
AC119428.1,0,NA,NA,NA,NA,NA
CEP164P1,15.69665371,-0.966479809,0.700583233,-1.379536025,0.167729547,0.374524273
LINC00161,1.545079823,-1.637185085,2.186149421,-0.748889838,0.453923606,NA
RPS14P4,0,NA,NA,NA,NA,NA
AL451081.1,0,NA,NA,NA,NA,NA
PDZPH1P,53.66966364,-0.677490045,0.360179787,-1.880977416,0.059974991,0.179446082
LINC00454,0,NA,NA,NA,NA,NA
AL160004.1,0,NA,NA,NA,NA,NA
NCKAP5-AS2,583.2536839,-0.330935231,0.127690727,-2.591693537,0.009550481,0.041670027
AC078883.2,0,NA,NA,NA,NA,NA
HAUS4P1,0,NA,NA,NA,NA,NA
AL049758.1,0,NA,NA,NA,NA,NA
AC108032.1,0,NA,NA,NA,NA,NA
SNRPEP10,0,NA,NA,NA,NA,NA
HSPD1P14,0.251310662,1.556898051,4.068403913,0.382680305,0.701956819,NA
MTATP6P30,0,NA,NA,NA,NA,NA
AP000477.1,9.938784506,0.119715688,0.805772081,0.148572644,0.88189086,0.950972741
LINC00658,14.87789756,-0.437114133,0.616107371,-0.709477202,0.478028394,0.710017303
AC012593.1,17185.37631,-0.129462717,0.085559511,-1.513130627,0.130246481,0.314080411
AC140479.1,0,NA,NA,NA,NA,NA
AL035410.1,0.730690845,-1.785876708,3.143793204,-0.568064307,0.569991303,NA
LINC00423,0.634542589,0.331172199,3.349565551,0.098870195,0.921241334,NA
CENPCP1,0.494440162,1.959113541,4.038510849,0.485107906,0.627599804,NA
ABHD17AP6,22.82034843,-0.803638415,0.516984627,-1.554472556,0.120071738,0.296531053
AC073114.1,19.38638222,-0.144804742,0.561552308,-0.257865099,0.796511021,0.913343654
AC104306.2,0,NA,NA,NA,NA,NA
AP000432.1,0.251310662,1.556898051,4.068403913,0.382680305,0.701956819,NA
MTCO1P21,0,NA,NA,NA,NA,NA
AC003071.1,0,NA,NA,NA,NA,NA
SNORD57,0,NA,NA,NA,NA,NA
AL592429.2,32.45189756,-0.334726249,0.418725597,-0.799392852,0.424062654,0.66537808
AL450304.1,0,NA,NA,NA,NA,NA
AC005099.1,22.88096339,-0.115130816,0.504138626,-0.228371344,0.819357565,0.923478392
RBM17P1,0,NA,NA,NA,NA,NA
SHANK2-AS1,3.264244673,0.205960332,1.314522912,0.156680671,0.875496521,NA
AC096732.1,0,NA,NA,NA,NA,NA
AL136981.1,1.8681242,-0.268713587,1.999956175,-0.134359738,0.893118117,NA
SSR1P2,0,NA,NA,NA,NA,NA
AL020998.1,0.557787198,-0.601660891,3.241739097,-0.185598185,0.852759877,NA
MTND4P10,0,NA,NA,NA,NA,NA
CHMP1AP1,0,NA,NA,NA,NA,NA
AC004973.1,3.040731278,-1.398207995,1.385439394,-1.009216283,0.312870919,NA
TRBV2,0,NA,NA,NA,NA,NA
AC021028.1,0.580032226,-0.808787265,3.20564375,-0.252301044,0.800808381,NA
OR13Z1P,0,NA,NA,NA,NA,NA
RAC1P6,0,NA,NA,NA,NA,NA
AC010086.1,0.395237846,-0.194208776,3.711459077,-0.0523268,0.958268299,NA
RPL26P9,3.390654104,-0.016351514,1.52554805,-0.010718453,0.991448076,NA
AL117382.2,0.555338834,1.705810792,3.290667602,0.518378335,0.604194328,NA
LINC00840,1.550354307,-0.525204298,1.800248149,-0.291739946,0.770485464,NA
PPIAP28,0,NA,NA,NA,NA,NA
HMGN1P24,0,NA,NA,NA,NA,NA
AL357793.1,0,NA,NA,NA,NA,NA
RPL7P37,0,NA,NA,NA,NA,NA
AL365356.1,299.8380725,-0.160333397,0.160504447,-0.998934299,0.31782652,0.562255637
PLCG1-AS1,155.8960017,-0.170619906,0.228944779,-0.7452448,0.456123744,0.691562827
AC019118.1,0,NA,NA,NA,NA,NA
KIF4B,2.783609425,-0.721565089,1.534181766,-0.470325684,0.63812235,NA
SLC9A3P3,0,NA,NA,NA,NA,NA
ACTG1P12,0,NA,NA,NA,NA,NA
AL513285.1,0,NA,NA,NA,NA,NA
AL080316.1,22.07012364,-1.615555659,0.562403397,-2.872592283,0.004071192,0.020262473
RPS3AP27,17.79229597,-0.107431674,0.565909302,-0.189839031,0.849435269,0.937358614
AL390840.1,0,NA,NA,NA,NA,NA
AL008719.1,0.64358116,-0.905076875,3.034396724,-0.298272427,0.765495247,NA
LINC01483,51.76836848,-0.442507272,0.361702182,-1.223402275,0.221177795,0.449017326
AL160163.1,4.946635431,-0.442705376,1.080726786,-0.40963672,0.682072456,NA
ILRUNP1,0,NA,NA,NA,NA,NA
AC005297.1,0,NA,NA,NA,NA,NA
LINC01442,0,NA,NA,NA,NA,NA
CLYBL-AS2,0.161224221,-0.214089652,4.069179944,-0.052612481,0.958040672,NA
MTCO3P18,0,NA,NA,NA,NA,NA
RPL7P2,0,NA,NA,NA,NA,NA
CYCSP24,0,NA,NA,NA,NA,NA
TRIM60P3Y,0,NA,NA,NA,NA,NA
SLC9A7P1,1.789315923,-0.553103783,1.779043979,-0.310899444,0.755877068,NA
AC122136.1,0,NA,NA,NA,NA,NA
RPS20P15,0.734983325,0.083245373,3.113706884,0.026735135,0.97867099,NA
AL590408.1,0,NA,NA,NA,NA,NA
Z82190.1,2.229185052,-1.364105274,1.702483969,-0.801244123,0.422990332,NA
OR5W1P,0,NA,NA,NA,NA,NA
DNAJB3,0,NA,NA,NA,NA,NA
IGHD4-17,0,NA,NA,NA,NA,NA
CDPF1P1,3.516953067,-0.22078505,1.267645765,-0.174169359,0.861732366,NA
MTND4LP9,0,NA,NA,NA,NA,NA
MTCYBP7,0,NA,NA,NA,NA,NA
MTCO3P43,1.696922345,-1.476753308,1.907828858,-0.774049151,0.438901726,NA
AC092013.1,5.972877452,-0.523171322,0.973844744,-0.537222515,0.591113921,0.793695385
ZNF965P,0,NA,NA,NA,NA,NA
AC234779.1,0,NA,NA,NA,NA,NA
AL031736.1,0,NA,NA,NA,NA,NA
AL031282.1,138.0969431,-0.200439202,0.218661546,-0.916664156,0.359318654,0.605889468
AC072062.1,18.14531753,-0.799128813,0.568499846,-1.405679912,0.159819195,0.362225824
MRPS17P9,0,NA,NA,NA,NA,NA
ST13P21,0,NA,NA,NA,NA,NA
LINC01624,0.418606107,-1.590872919,3.932301906,-0.404565305,0.685797066,NA
AC002542.1,0.247018183,-0.999319004,4.037932246,-0.247482856,0.804534558,NA
KIF1C-AS1,0.409567535,-1.769290032,3.644905748,-0.485414481,0.627382362,NA
AC239367.1,0,NA,NA,NA,NA,NA
AL138921.1,42.10698753,0.134145817,0.376595192,0.356206929,0.721685603,0.873529992
CCNJP1,0,NA,NA,NA,NA,NA
AC006458.1,1.641554574,-1.108649526,2.10701914,-0.526169651,0.598770338,NA
NCAM1-AS1,19.68119269,0.533824308,0.537845372,0.992523754,0.320942098,0.565414606
AL050309.1,3638.068622,-0.564207944,0.092378684,-6.107555563,1.01E-09,1.61E-08
CR559946.1,0,NA,NA,NA,NA,NA
AL157702.2,1.283186927,-1.738052579,2.174226383,-0.799388965,0.424064907,NA
CCDC148-AS1,42.30894647,-1.759461991,0.407269095,-4.3201461,1.56E-05,0.000137723
AL355300.1,0,NA,NA,NA,NA,NA
RPL6P24,5.26021284,-1.482549758,1.158947363,-1.27922096,0.200819257,NA
AKR1B15,3.868164143,0.820725193,1.319452387,0.62201956,0.533929007,NA
RPL39P16,0,NA,NA,NA,NA,NA
AC096540.1,2.658849434,0.572192137,1.447865764,0.395196952,0.692697542,NA
AL390838.1,6.834540752,-0.168575986,0.909842044,-0.185280497,0.853009034,0.938551617
AC079612.2,0,NA,NA,NA,NA,NA
LINC00310,0,NA,NA,NA,NA,NA
FGF7P6,53.36558643,0.186669064,0.379413617,0.491993581,0.622723881,0.813298086
AC099066.2,13.38917574,-0.511778847,0.65980379,-0.775653088,0.437953845,0.677224846
PABPC1P6,0,NA,NA,NA,NA,NA
AC018359.1,0.893240197,-2.513558097,2.686396641,-0.935661569,0.349447463,NA
AL162414.1,24.32460205,-1.19862418,0.526201995,-2.277878442,0.022733821,0.083822434
SPAG5-AS1,69.01500456,-0.345866796,0.302144202,-1.144707705,0.252330259,0.488254605
AC092614.1,0.322448442,-0.621298018,4.048601841,-0.153459896,0.878035614,NA
SFR1P1,0,NA,NA,NA,NA,NA
HNRNPFP1,0,NA,NA,NA,NA,NA
AL139281.1,0,NA,NA,NA,NA,NA
AL357315.1,0,NA,NA,NA,NA,NA
Z83841.1,0,NA,NA,NA,NA,NA
PSME2P6,5.444609306,-0.365755847,1.022314322,-0.357772399,0.720513648,0.872828259
AP003385.1,0,NA,NA,NA,NA,NA
AC008850.1,0,NA,NA,NA,NA,NA
HNRNPA1P31,0.161224221,-0.214089652,4.069179944,-0.052612481,0.958040672,NA
AL358394.1,2.416058361,-1.463618972,1.605178582,-0.911810678,0.361868388,NA
AC108051.1,0,NA,NA,NA,NA,NA
AL133173.1,0,NA,NA,NA,NA,NA
AL162734.1,8.097196374,-1.993369843,0.923249631,-2.159080033,0.030843958,0.107098269
AL390728.4,237.9507327,0.012798881,0.172626202,0.07414217,0.940897261,0.976570344
AC016730.1,4.725292645,-0.389669976,1.065959845,-0.365557838,0.714695041,NA
RPSAP64,0,NA,NA,NA,NA,NA
VTI1BP4,0.649515857,2.731695828,3.305628376,0.826377172,0.408590169,NA
AL121987.2,9.924547238,-0.073276432,0.752213069,-0.097414463,0.92239726,0.968272868
AL645939.3,0,NA,NA,NA,NA,NA
AP000282.1,1382.015516,0.193058691,0.108832622,1.773904619,0.076078929,0.213256365
AC023194.1,0,NA,NA,NA,NA,NA
RCC2-AS1,2.505415956,2.475730537,1.781850601,1.389415328,0.164706492,NA
AL138916.1,2.53400744,-0.076401812,1.439721324,-0.053067084,0.957678458,NA
CROCCP4,0,NA,NA,NA,NA,NA
AC096631.2,2.404686611,0.101824872,1.670123993,0.060968451,0.951384335,NA
CALR4P,44.09675973,-0.379217899,0.373853441,-1.014349093,0.310416206,0.55456012
PSMD14P1,0,NA,NA,NA,NA,NA
AL022100.1,5.089383773,1.657515169,1.13054686,1.46611806,0.142616126,NA
OR8B1P,0,NA,NA,NA,NA,NA
MTCO3P16,0.247018183,-0.999319004,4.037932246,-0.247482856,0.804534558,NA
AL590378.1,0,NA,NA,NA,NA,NA
AC239809.3,372.3798158,-0.979614623,0.159958719,-6.124171453,9.12E-10,1.46E-08
MTND6P5,0,NA,NA,NA,NA,NA
RD3L,0.085793962,-0.204935325,4.067605486,-0.050382301,0.95981774,NA
AP001271.1,0,NA,NA,NA,NA,NA
GCOM2,0,NA,NA,NA,NA,NA
XGY1,2.150333833,-0.729524291,1.657178255,-0.440220772,0.659777217,NA
AC007322.1,0,NA,NA,NA,NA,NA
LINC02796,3.54482258,-0.152086569,1.276918345,-0.119104381,0.90519266,NA
AC004875.1,2.179605779,-0.270456349,1.567321882,-0.172559544,0.862997654,NA
AL713965.1,0,NA,NA,NA,NA,NA
MED28P3,0.322448442,-0.621298018,4.048601841,-0.153459896,0.878035614,NA
AC006042.1,0.481031808,-0.516213172,3.410647664,-0.151353415,0.879696935,NA
AC114760.1,0,NA,NA,NA,NA,NA
MRLN,10.5433567,-0.20408973,0.736088644,-0.277262435,0.781578601,0.905472919
RPL23AP89,0,NA,NA,NA,NA,NA
GRAMD4P1,0,NA,NA,NA,NA,NA
USP9YP12,0,NA,NA,NA,NA,NA
TEX46,49.04688068,0.232249335,0.345002804,0.673181006,0.500832144,0.728686873
ELOCP11,0,NA,NA,NA,NA,NA
ARL5AP1,0,NA,NA,NA,NA,NA
MTND5P18,0,NA,NA,NA,NA,NA
TRIM60P11Y,0,NA,NA,NA,NA,NA
DPY19L2P3,416.5699996,-0.305183099,0.152071302,-2.006842151,0.044766473,0.143893165
AL590135.1,0,NA,NA,NA,NA,NA
AC021035.1,0,NA,NA,NA,NA,NA
PPIAP93,0,NA,NA,NA,NA,NA
AL627223.1,0,NA,NA,NA,NA,NA
AC093166.1,3.602338526,-0.235453724,1.467724497,-0.160420927,0.872549506,NA
MTND5P31,1.228702605,-3.354151762,2.348438912,-1.428247397,0.153220663,NA
GSTM3P1,1.548500784,-3.330426631,2.19208791,-1.519294283,0.128688438,NA
DNMBP-AS1,9.924314679,-0.430594335,0.752959156,-0.571869446,0.567410425,0.777796979
AP001619.1,0,NA,NA,NA,NA,NA
AL354892.1,228.0970562,-0.192331393,0.185947703,-1.034330567,0.300981652,0.544614696
AL713998.1,0.322448442,-0.621298018,4.048601841,-0.153459896,0.878035614,NA
LINC01850,0.832466122,-1.559020937,2.6038424,-0.598738594,0.549347217,NA
AC018647.1,3500.052643,-0.135846741,0.096285096,-1.410880257,0.158279925,0.359931349
AC245517.2,0,NA,NA,NA,NA,NA
MTND6P18,13.71247833,0.249867661,0.648730122,0.385164265,0.700115717,0.859945456
RPL23AP74,0,NA,NA,NA,NA,NA
AC135001.1,0,NA,NA,NA,NA,NA
GUSBP8,0.161224221,-0.214089652,4.069179944,-0.052612481,0.958040672,NA
AL671277.1,0.161224221,-0.214089652,4.069179944,-0.052612481,0.958040672,NA
AL121885.2,2.994311842,-0.055242184,1.333823159,-0.041416423,0.96696392,NA
AL359915.1,54.7968918,-0.869815308,0.366700643,-2.37200377,0.01769191,0.068786314
OR10R1P,0,NA,NA,NA,NA,NA
AC006455.2,0,NA,NA,NA,NA,NA
TRBV7-5,0,NA,NA,NA,NA,NA
MTND1P1,0,NA,NA,NA,NA,NA
AC005588.1,0.484997794,-1.380254637,3.712128545,-0.371822964,0.710024665,NA
AP000289.1,2.843211541,-0.024258553,1.41440921,-0.017151014,0.986316141,NA
AL049569.1,74.65782297,0.310299817,0.284441997,1.090907182,0.275313727,0.515118134
AC074375.1,0.904007697,-0.595631271,2.528190125,-0.235595917,0.813746242,NA
HDAC9-AS1,3.933646425,-0.426003677,1.357347355,-0.313850155,0.75363485,NA
AC087499.2,4.420407153,-2.467147275,1.375372277,-1.79380326,0.072844576,NA
KIRREL1-IT1,0,NA,NA,NA,NA,NA
LINC00390,21.33154244,-0.041830151,0.513805892,-0.081412361,0.935114019,0.973929813
AC004386.2,0,NA,NA,NA,NA,NA
OR10G5P,0,NA,NA,NA,NA,NA
RPL22P3,0.247018183,-0.999319004,4.037932246,-0.247482856,0.804534558,NA
AL121787.1,1.304651847,0.647651625,2.37092425,0.2731642,0.784726998,NA
AC084809.1,3.623121632,-0.536341754,1.259757687,-0.425749936,0.670290071,NA
BTBD9-AS1,0.322448442,-0.621298018,4.048601841,-0.153459896,0.878035614,NA
AC104058.1,0,NA,NA,NA,NA,NA
RBMX2P1,0,NA,NA,NA,NA,NA
AL133325.1,3.746446006,-0.511132704,1.297102882,-0.39405718,0.693538824,NA
AC010385.1,0,NA,NA,NA,NA,NA
MRPS21P5,0,NA,NA,NA,NA,NA
AC093423.1,0.484997794,-1.380254637,3.712128545,-0.371822964,0.710024665,NA
IFNA20P,0,NA,NA,NA,NA,NA
AL135923.1,0,NA,NA,NA,NA,NA
LINC02628,0.412534883,0.672676373,3.971071399,0.169394177,0.865486603,NA
AL022310.1,5.805031199,-1.127003906,1.106948987,-1.018117292,0.308622218,0.552739793
DCAF8L1,0,NA,NA,NA,NA,NA
USP9YP11,0,NA,NA,NA,NA,NA
ST7-AS2,128.3778507,-0.593623966,0.236059672,-2.514719942,0.011912697,0.050012516
CCDC12P1,0,NA,NA,NA,NA,NA
FAM41AY2,0,NA,NA,NA,NA,NA
RPL23P11,0,NA,NA,NA,NA,NA
AP000552.1,0,NA,NA,NA,NA,NA
SETP15,0.162549352,-0.216560624,4.06959558,-0.053214286,0.957561173,NA
MLXP1,0,NA,NA,NA,NA,NA
NMD3P1,0,NA,NA,NA,NA,NA
AC099066.1,8.420247987,-0.56584926,0.812717929,-0.696243112,0.486276593,0.71651579
PSPC1-AS2,5.09232617,1.162855305,1.081490405,1.075234047,0.282269956,NA
AL353803.1,1.807724262,1.923303657,2.036865766,0.944246641,0.345043626,NA
LINC02549,7.94895519,-3.253943414,1.162056139,-2.800160254,0.005107724,0.024574879
RPL26P27,5.054338518,-0.619771838,1.181356752,-0.524627161,0.599842402,NA
FTOP1,7.3676049,-0.675478873,0.920259317,-0.734009275,0.462943086,0.697712573
AC104308.1,0,NA,NA,NA,NA,NA
LINC01824,0,NA,NA,NA,NA,NA
AL139254.1,0,NA,NA,NA,NA,NA
RBM22P3,0,NA,NA,NA,NA,NA
AL606516.1,1.718319373,-0.890220232,1.857509424,-0.479254759,0.631757402,NA
AL392088.1,0,NA,NA,NA,NA,NA
ACTR3BP2,0,NA,NA,NA,NA,NA
OR7H1P,0,NA,NA,NA,NA,NA
AC245028.1,0,NA,NA,NA,NA,NA
LINC01748,75.84349297,-0.27261035,0.317194492,-0.859442257,0.390096565,0.635631991
AL359633.1,3.829889063,-3.005983455,1.506610451,-1.995196206,0.046021485,NA
AL357552.1,7.788645347,0.521460945,0.857504996,0.608114177,0.54311175,0.759992061
SSU72P1,0,NA,NA,NA,NA,NA
MTCL1P1,0,NA,NA,NA,NA,NA
AL022718.1,0,NA,NA,NA,NA,NA
TMEM167AP1,0,NA,NA,NA,NA,NA
ACTG1P24,0,NA,NA,NA,NA,NA
USF1P1,0,NA,NA,NA,NA,NA
AL390198.1,625.8640854,-0.338440487,0.126740942,-2.670332745,0.007577611,0.034375719
RPA2P2,0,NA,NA,NA,NA,NA
RPS29P33,0,NA,NA,NA,NA,NA
Z93930.2,837.4616165,-0.264465201,0.114803228,-2.303639075,0.021242912,0.079505385
PPIAP62,0,NA,NA,NA,NA,NA
AP000532.1,0,NA,NA,NA,NA,NA
AL136380.1,13.09057702,0.494881729,0.708521107,0.698471399,0.484882439,0.715539326
AC025750.2,0,NA,NA,NA,NA,NA
KRT8P38,0,NA,NA,NA,NA,NA
MTCYBP38,0,NA,NA,NA,NA,NA
AL136114.1,26.30607486,-0.44982005,0.46571308,-0.965873773,0.334107348,0.579507643
RPS3AP53,0,NA,NA,NA,NA,NA
AC004986.1,0,NA,NA,NA,NA,NA
SNX18P26,0,NA,NA,NA,NA,NA
RNF11P2,0.483672662,-0.787872438,4.031108875,-0.195448067,0.84504219,NA
MTND3P9,0,NA,NA,NA,NA,NA
AC096531.1,0,NA,NA,NA,NA,NA
AL590422.1,0.161224221,-0.214089652,4.069179944,-0.052612481,0.958040672,NA
AL031779.1,0,NA,NA,NA,NA,NA
TOMM22P3,0,NA,NA,NA,NA,NA
AC005392.1,0,NA,NA,NA,NA,NA
HNRNPA1P14,16.93614112,-0.794239241,0.682033374,-1.164516681,0.244214687,0.478983172
AC005160.1,0,NA,NA,NA,NA,NA
SERPINA7P1,0,NA,NA,NA,NA,NA
AL121877.1,0,NA,NA,NA,NA,NA
ISCA1P6,0,NA,NA,NA,NA,NA
STEAP2-AS1,16.47608087,-0.491835283,0.589096337,-0.834897879,0.403775209,0.647375612
RPL7P54,0,NA,NA,NA,NA,NA
HIGD1AP11,0,NA,NA,NA,NA,NA
SOX21-AS1,136.7415378,-0.302199106,0.22190044,-1.361867989,0.17323955,0.382571844
RBMY2YP,0,NA,NA,NA,NA,NA
SUMO2P2,0,NA,NA,NA,NA,NA
SLC25A15P1,0.559429415,1.536679629,3.250963105,0.472684426,0.636438339,NA
AL080276.2,334.8834635,-0.152191361,0.152877706,-0.995510497,0.319488041,0.563804848
SNRPEP3,0,NA,NA,NA,NA,NA
AC010881.1,0,NA,NA,NA,NA,NA
ALG1L8P,0.730690845,-1.785876708,3.143793204,-0.568064307,0.569991303,NA
QRSL1P2,0,NA,NA,NA,NA,NA
LINC01074,0,NA,NA,NA,NA,NA
TMEM183AP1,0,NA,NA,NA,NA,NA
MTND6P32,16.00311538,-1.151985047,0.649333456,-1.774103946,0.076045958,0.213190977
RPS3AP37,0,NA,NA,NA,NA,NA
MTND4P5,0,NA,NA,NA,NA,NA
AL360013.1,0,NA,NA,NA,NA,NA
AL033380.1,0,NA,NA,NA,NA,NA
AC108161.1,7.019750853,-0.016984122,0.915291602,-0.018555968,0.985195329,0.993494074
LINC02542,60.4295495,-1.030369979,0.327608108,-3.145129661,0.001660132,0.009329488
CDY5P,0,NA,NA,NA,NA,NA
RPL7AP51,3.350165754,-1.458749196,1.354585589,-1.076897029,0.281526271,NA
