,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TLR3,48.62748484,0.608427616,0.364672499,1.668421991,0.095231986,0.353565553
AC091544.1,0.374887144,0.212401231,4.077245162,0.0520943,0.958453555,NA
KLKB1,345.5431371,0.071151896,0.16155006,0.440432497,0.659623892,0.905504597
TM4SF1-AS1,2.308367535,-0.281855522,1.545762002,-0.182340827,0.855315261,NA
ERAP2,293.584332,-0.066818344,0.158157172,-0.422480645,0.672674225,0.910442266
ERAP1,645.8384032,0.184391717,0.117178078,1.573602499,0.115579375,0.399126384
THOC7-AS1,1.320200518,0.197856389,2.145314268,0.092227228,0.926517505,NA
PRDM9,2.787032797,-0.462104647,1.477915407,-0.312673273,0.754528903,NA
NDUFS4,2096.505693,0.095203225,0.083160617,1.14481143,0.252287279,0.622627396
RPL7P15,9.930245654,-0.023795333,0.778587415,-0.030562185,0.9756187,NA
PLEKHM3,1617.428354,-0.042887346,0.088540622,-0.484380441,0.628115897,0.89015541
AL450263.2,2.444250295,1.690587034,1.647592206,1.026095552,0.304846547,NA
AC073062.1,3.130164101,0.006078704,1.451118786,0.004188977,0.996657689,NA
SZT2-AS1,2.650974644,-1.089393123,1.557122293,-0.699619502,0.48416496,NA
LINC00452,0.534896563,-0.056811587,3.768493002,-0.015075413,0.987972017,NA
GRPEL2,109.6148409,0.065777311,0.243413964,0.270228174,0.786984719,0.948583771
CDC20B,2.972075992,0.966198111,1.416746481,0.681983773,0.495249212,NA
GFM2,979.7070266,0.04113813,0.101282996,0.406170155,0.684617581,0.915108096
ARSK,351.6035377,0.189122299,0.148504329,1.273513709,0.202835811,0.554191242
ZFAND2A,138.6755713,0.089744199,0.223970115,0.400697205,0.688643069,0.916087305
TIGD6,96.25960519,0.072661997,0.256339304,0.283460227,0.776824066,0.944788462
PRKAR1B-AS2,1.935803317,-1.305744427,1.827688579,-0.714423914,0.474965089,NA
AC087071.2,145.4469312,0.076062371,0.216796217,0.350847315,0.725702898,0.929981526
CAGE1,18.35857203,0.354203674,0.577157801,0.613703348,0.539411376,0.855550351
LINC02067,4.336644141,-0.661126096,1.150140803,-0.574821878,0.565411769,NA
CASP3,336.0581772,-0.010188809,0.149303972,-0.06824205,0.945592954,0.988612254
L1TD1,2.520123643,-0.814484418,1.589434506,-0.512436602,0.60834548,NA
PRIMPOL,939.295474,-0.037598463,0.100921118,-0.372552971,0.70948118,0.924390029
AL031428.1,561.9953496,-0.006221169,0.122237675,-0.05089404,0.959409955,0.991780404
RHOBTB3,4476.427525,0.604551871,0.071922334,8.40562085,4.26E-17,3.13E-15
MYLK-AS1,727.1967345,-0.021161869,0.109041011,-0.194072572,0.846119058,0.963629483
RPS7P7,2.87665648,-0.178776657,1.465544664,-0.121986495,0.902909714,NA
RN7SL263P,36.46418426,0.880297125,0.428564759,2.054058589,0.039970021,0.195412044
AC119677.1,1.992034592,0.30821927,1.887500225,0.163294958,0.870286204,NA
GEM,8.33082086,-0.296470515,0.847738279,-0.349719391,0.726549299,NA
PDP1,219.006188,-0.18434896,0.18315458,-1.006521157,0.314164939,0.691413833
TMEM67,479.4553366,-0.115382798,0.128952408,-0.894770403,0.370909835,0.745134481
WASHC5,1100.406587,-0.037066911,0.097650426,-0.379587803,0.704251416,0.92158153
HLTF-AS1,3.83121859,1.11712858,1.338316547,0.834726719,0.403871594,NA
CDPF1,79.47000803,0.156144737,0.280063491,0.557533351,0.577163079,0.872622678
FAM219A,947.811536,-0.207954556,0.102646475,-2.025929837,0.042771975,0.204751296
RABGAP1L-AS1,156.5610138,-0.183127478,0.20450986,-0.895445718,0.370548871,0.74487857
C9orf24,172.3872553,-0.354554771,0.201032296,-1.763670701,0.077787437,0.309339053
SNAPC3,1559.538569,0.065657067,0.089279856,0.735407409,0.462091411,0.815950535
AL354710.2,16.9128234,-0.114010438,0.603908096,-0.188787729,0.85025919,0.964268826
CDRT4,1749.425571,-0.194005809,0.085706304,-2.263611898,0.023597995,0.132999523
RN7SL568P,1.070730079,1.345164823,2.345105169,0.573605329,0.566234905,NA
AC025186.1,0.465711133,2.237446349,3.953360265,0.565960651,0.57142053,NA
NUDT2,435.3800426,-0.111920033,0.138213414,-0.809762449,0.418076719,0.784755776
TMEM65,1552.344752,0.071786358,0.094124088,0.762677862,0.445655537,0.805499279
PSIP1,2392.825585,0.339252599,0.082141678,4.130090924,3.63E-05,0.000535529
CCDC171,2735.632,0.004176611,0.086050107,0.048536961,0.961288309,0.992202699
UBAP1,1835.142133,0.047198139,0.087761243,0.537801628,0.590714008,0.878446015
PTGER4P3,0,NA,NA,NA,NA,NA
RN7SL672P,1.388774293,0.434349218,2.197269952,0.197676766,0.843297969,NA
DIRAS2,426.5167462,0.112055724,0.133245293,0.840973232,0.400362931,0.76973324
FREM1,570.4097573,0.252563528,0.119806425,2.108096695,0.035022626,0.177988621
RN7SL795P,4.237526003,-0.777225105,1.188481974,-0.653964572,0.513134631,NA
PHAX,400.8335589,0.063414404,0.137605391,0.460842437,0.644911653,0.897204452
ALDH7A1,1626.936103,-0.107464114,0.088512468,-1.214112726,0.224704681,0.58626371
FOXK1,855.2750255,-0.112910217,0.10470516,-1.078363441,0.280871595,0.656165947
COX6C,1446.109392,0.641608916,0.094063088,6.821048835,9.04E-12,3.89E-10
IGKV1D-8,4.861853722,1.104918938,1.130677664,0.97721833,0.328461075,NA
MYCBP2-AS2,0.527825697,-0.668225203,3.469450949,-0.19260258,0.847270225,NA
YWHAZ,1532.186689,0.183149334,0.088798318,2.062531571,0.039157155,0.193028866
BAALC,5559.72878,-0.079512255,0.075692327,-1.050466511,0.29350368,0.668562249
FZD6,1019.265483,0.501485096,0.117706738,4.260462102,2.04E-05,0.000320332
DENND6A-AS1,482.500742,0.046101738,0.129058833,0.357214896,0.720930935,0.928641175
ITIH4-AS1,0.897779262,0.186119714,2.567458167,0.07249182,0.942210515,NA
CTHRC1,323.3765852,0.625526354,0.148472647,4.213074699,2.52E-05,0.000389873
SLC25A32,1019.971313,0.085909617,0.099492344,0.863479676,0.387873789,0.760819764
DCAF13,580.18235,0.047528017,0.120214164,0.395361209,0.692576333,0.916755543
AC002310.2,73.91239205,-0.173346445,0.31264723,-0.554447406,0.579272691,0.873613581
FAR2P2,827.3130351,0.121554268,0.104124632,1.167392057,0.243052078,0.610992009
TP53INP1,384.2764417,-0.198343895,0.138163623,-1.435572481,0.15112403,0.469412629
INTS8,1361.940059,-0.054007926,0.091294344,-0.5915802,0.554131736,0.861415422
AC125618.1,96.80280471,0.267892966,0.25526205,1.049482155,0.293956264,0.668966099
VIRMA,1144.988782,0.062408789,0.094292393,0.661864518,0.508058053,0.841611562
ZNF114,161.1235326,-0.309835955,0.215799521,-1.435758303,0.151071129,0.46939324
DALRD3,216.2039964,0.201572046,0.178662388,1.128228768,0.259223317,0.63063499
LINC02572,54.54078778,-0.075211577,0.338027758,-0.222501187,0.823923749,0.958222168
PDZRN3-AS1,1.279899934,1.929761595,2.32004624,0.831777213,0.405534708,NA
NIPSNAP3B,158.6825381,0.329368114,0.208117724,1.582604819,0.113511564,0.394786673
HGSNAT,2137.505999,-0.098462345,0.080727794,-1.21968334,0.22258494,0.583155611
AL161668.1,0.694131665,0.203268966,2.945776228,0.069003533,0.944986807,NA
GKAP1,1706.484168,0.00264501,0.084850642,0.031172535,0.975131943,0.994419032
KIF27,1004.2389,0.008306842,0.101445775,0.081884554,0.934738517,0.985482321
COX6CP14,3.746450279,0.727520307,1.394587158,0.52167432,0.601897108,NA
DDX10,2014.83851,-0.007300933,0.082787923,-0.088188385,0.929726949,0.984179045
C9orf64,165.2856057,0.172838865,0.200261324,0.863066627,0.388100836,0.760874565
PDE4DIP,2106.533935,0.168468189,0.084618813,1.990907015,0.046491111,0.216867119
KMT2E-AS1,154.5045321,0.083834254,0.214037439,0.391680328,0.695294427,0.917630497
HNRNPK,2863.177128,0.565589013,0.089416566,6.32532696,2.53E-10,9.06E-09
RN7SL479P,0.687835117,-1.429657368,2.916114905,-0.490260986,0.623949231,NA
AL353743.1,1024.301391,0.099310429,0.107523653,0.923614723,0.355686946,0.732962918
SVEP1,31.22466156,0.100944952,0.442579682,0.228083114,0.819581627,0.957657077
ANKS6,811.3033339,0.017977155,0.107468615,0.167278184,0.867151169,0.96968813
FBP1,40.56885444,0.349926013,0.389712892,0.897907203,0.369235024,0.744509445
ZHX1,19.2451948,0.642899355,0.558186214,1.151765018,0.249417646,0.618475829
SACS-AS1,31.29637984,0.338813354,0.453420023,0.747239506,0.454919001,0.812073302
CYBB,9.83032979,1.097325183,0.811870177,1.351601789,0.176502738,NA
DYNLT3,324.1392073,0.353523371,0.148568096,2.379537606,0.017334374,0.105915754
RPS14P8,0.76700299,-1.377895134,2.969256341,-0.46405395,0.642609093,NA
METTL27,35.18016002,-0.211827968,0.418567814,-0.506078015,0.612801884,0.887033149
LINC00879,4.028742055,0.726190741,1.248799762,0.581510954,0.560896138,NA
KDM1B,631.1330847,0.10557661,0.119585551,0.882854235,0.377315033,0.750252919
AL513122.2,0,NA,NA,NA,NA,NA
AC091959.2,26.32942166,-0.212627013,0.485517388,-0.437939028,0.661430483,0.905950992
NME1,424.2078144,0.479889725,0.144275356,3.326207166,0.000880365,0.009161885
AC100793.1,0.333997881,0.232085507,4.074204767,0.056964615,0.954573382,NA
AL157392.3,490.204361,0.424651942,0.130261299,3.260000812,0.001114119,0.01119624
NFIL3,128.1581932,0.11871772,0.224296186,0.529289962,0.596604318,0.881912781
LETM2,151.4233185,-0.0697881,0.209795062,-0.332648915,0.739399315,0.933777381
PSMD6-AS2,409.0745325,0.117365829,0.135974274,0.863147309,0.388056479,0.760874565
PANK2-AS1,189.1110921,0.062614594,0.205608847,0.304532589,0.760722169,0.941716898
METTL2B,639.3639671,-0.104213341,0.118173685,-0.881865883,0.377849338,0.750951384
PPP1R42,150.2201868,0.4339222,0.213493035,2.03248879,0.042104197,0.202781944
AC004865.2,42.29075357,-0.322248376,0.381441873,-0.84481647,0.398213318,0.768257783
GBX1,4.491165949,-0.290395232,1.139537879,-0.254835963,0.798849798,NA
FXN,3.783927712,1.357987622,1.325906192,1.024195852,0.305742778,NA
NKX6-3,1.287920484,-0.726143481,2.287709624,-0.317410686,0.750932,NA
MAMDC2,271.7829061,0.688715415,0.164769984,4.179859694,2.92E-05,0.000443031
PRSS37,2.063668012,-0.836072623,1.655798182,-0.504936309,0.613603571,NA
CPA6,19.99259981,0.238203377,0.580341288,0.410453956,0.681472973,0.913750363
AC073610.1,7.912829451,-0.148614822,0.900456711,-0.165043827,0.868909486,NA
C8orf34,130.3731595,-0.351380717,0.242631897,-1.448204958,0.147559738,0.462926137
HMGN1P7,0.423621563,1.883916184,4.039940905,0.466322708,0.640984527,NA
RUVBL1-AS1,0.214877724,1.084044068,4.068169628,0.266469731,0.789877468,NA
TMC1,23.66286974,-0.247484564,0.528016516,-0.468706103,0.639279724,0.894976589
STPG4,35.77828919,0.405941981,0.410540312,0.988799318,0.322761338,0.701034212
ZMAT4,327.086039,1.908278995,0.159025392,11.99983835,3.56E-33,7.31E-31
STEAP1,54.83623927,0.015813294,0.332456328,0.047565027,0.962062905,0.992325222
SUGT1P3,6.695326838,1.138515394,0.947669575,1.201384348,0.229602145,NA
LINC00404,6.180182171,2.495873089,1.063073304,2.347790204,0.018885155,NA
AC078785.1,1253.619504,-0.002854253,0.092170845,-0.030966982,0.975295871,0.994419032
LY6G5B,136.7411208,-0.076518353,0.219571614,-0.348489279,0.727472764,0.930582355
POGLUT3,301.7897019,0.016773116,0.152725087,0.109825548,0.91254773,0.979066914
SLC13A4,186.8590788,0.015952277,0.194060033,0.082202797,0.93448545,0.985478359
PGAM2,42.08215521,1.275365208,0.38876491,3.280556384,0.001036026,0.010512606
BRI3,739.4627524,0.218009676,0.110613033,1.97092214,0.048732782,0.223948476
LMTK2,2012.885961,-0.010753649,0.08943217,-0.120243635,0.904290153,0.97730891
AC244205.1,0.551188285,-2.087749504,3.682900728,-0.566876399,0.57079816,NA
AMY2B,347.0875009,0.038134133,0.152197025,0.250557679,0.802156105,0.952508339
ALG13-AS1,118.5405066,0.242287827,0.233768367,1.036444026,0.29999504,0.676850933
LNCSRLR,95.91407549,0.177078863,0.26202081,0.675819846,0.499155033,0.836553457
FO681548.1,0.942827787,1.006655739,2.740299094,0.367352506,0.713356093,NA
LINC00888,671.3316668,-0.008770717,0.112402695,-0.078029418,0.937804652,0.986525587
TEX35,3.358298303,1.120702262,1.360965501,0.823461184,0.410245782,NA
DLC1,8081.140718,-0.139655208,0.066668379,-2.0947743,0.036191061,0.182666061
ADCY1,3389.296475,0.762594035,0.078729991,9.686194859,3.45E-22,3.84E-20
SLC9A9-AS1,28.68911952,0.349777975,0.461646353,0.757675162,0.448645472,0.807184977
LINC02004,0.674454972,2.993186508,3.123033635,0.958422757,0.337849624,NA
AC012494.2,9.77102331,-0.909856339,0.821988018,-1.106897326,0.268338322,NA
LCMT1,1069.416614,-0.14535666,0.097937194,-1.4841824,0.137760538,0.4442803
YBX1P3,0.363657017,-0.155718743,3.999198316,-0.03893749,0.968940227,NA
PATL2,69.73248626,0.639935134,0.300661016,2.128427368,0.033301666,0.171943201
AL450327.1,2.913559389,0.317025354,1.438181522,0.220434868,0.825532492,NA
PSMB9,196.4937634,0.772286829,0.195127822,3.957850923,7.56E-05,0.00103328
RPL9P30,1.836796089,0.430155306,1.8459876,0.233021774,0.815744498,NA
LINC01789,3.325715946,-1.527141413,1.443453997,-1.057977197,0.290065839,NA
AC010157.1,16.62053387,0.315018283,0.622884898,0.505740762,0.613038649,0.887033149
LINC02271,16.28520289,-0.364047426,0.643875931,-0.56539996,0.571801751,0.869987124
AL023653.1,1.08299785,0.780921078,2.425207063,0.322001816,0.747451319,NA
MIOS,1035.562779,0.027432949,0.102393941,0.267915743,0.788764175,0.949014534
ERICH6-AS1,115.961716,-0.015843415,0.237420318,-0.066731503,0.946795455,0.98889558
ETF1P2,12.1358194,0.086230291,0.706538772,0.122046085,0.902862521,0.976837081
ELAPOR2,1603.30081,0.397695176,0.100929525,3.940325451,8.14E-05,0.001101192
USP49,1668.288973,-0.222399747,0.086761315,-2.563351491,0.010366704,0.071379969
INTS4P1,135.7235905,0.757638833,0.228900152,3.309909703,0.000933261,0.009646555
SYTL3,62.14360768,0.231708284,0.329712531,0.702758501,0.482206263,0.828039704
RN7SL303P,0.333997881,0.232085507,4.074204767,0.056964615,0.954573382,NA
LYST-AS1,0.95144726,0.655636701,2.612549279,0.250956683,0.8018476,NA
IQUB,122.9700037,0.101788081,0.235422502,0.432363431,0.665477292,0.907471511
ZNF704,11812.66488,0.179281363,0.06815388,2.630537886,0.008524987,0.061337969
PRSS36,7.225217578,0.712411108,0.919329774,0.774924438,0.438384311,NA
FABP5,509.9920194,0.678294156,0.142877842,4.747371235,2.06E-06,4.04E-05
AC093627.3,30.10242076,-0.04058257,0.445396815,-0.091115537,0.927400787,0.983346537
AC092969.1,345.3631489,0.061164226,0.148420017,0.412102271,0.680264464,0.913292583
TAGAP,17.40378266,0.42614893,0.588501339,0.724125676,0.468988583,0.819779912
COL1A2,11.73827497,2.264101832,0.816287992,2.773655688,0.005543031,0.043359497
RNF212,51.17057917,0.086096015,0.34806495,0.247356175,0.804632588,0.953076311
FCF1P3,1.241032645,1.225512672,2.47331561,0.495493849,0.620251563,NA
C7orf57,13.35412281,-0.673523158,0.682987016,-0.98614343,0.324062735,0.702860014
HNF4G,996.8508065,-0.227199852,0.10359119,-2.193235266,0.028290433,0.152156449
TMEM184A,2.018491445,0.734927421,1.881400401,0.390627865,0.696072326,NA
NOS3,2.085055976,-1.685289361,1.798524023,-0.937040228,0.348737865,NA
MFSD2B,80.27282892,0.055837493,0.276997167,0.201581458,0.840243942,0.962138868
ADSL,369.4837503,0.033609269,0.149344345,0.225045474,0.821943898,0.957912879
CA3,1281.276848,-0.184678542,0.091667872,-2.014648505,0.043941491,0.208480459
RN7SL792P,0.644633173,1.694518537,3.787629619,0.447382323,0.654599037,NA
ZNF454,260.2300839,-0.094775974,0.175669594,-0.53951268,0.58953315,0.877866287
PARD6G,881.0626872,-0.109749985,0.104442745,-1.050814828,0.293343644,0.668277602
PARGP1,1479.934346,-0.0467084,0.093335567,-0.500435167,0.616768696,0.887236889
RPS27P25,10.17096907,0.373507936,0.772971358,0.483210577,0.628946226,NA
RALBP1P1,0.423621563,1.883916184,4.039940905,0.466322708,0.640984527,NA
IGSF11-AS1,5.780361469,-0.913497305,1.059970591,-0.861813821,0.388789978,NA
LCORL,3575.649764,-0.159558062,0.08487316,-1.879959001,0.060113666,0.25942039
CDK5,113.8568895,0.22909872,0.252528162,0.907220481,0.364290215,0.740959363
RN7SL34P,1.24300727,0.008923826,2.202689095,0.004051333,0.996767513,NA
ZNF366,6.588091059,-1.20837043,1.020258227,-1.184377051,0.23626384,NA
SPINK6,10.55909807,0.262766757,0.766599068,0.342769471,0.731771895,0.932064226
RN7SL225P,2.362451278,0.31855376,1.841395912,0.172995801,0.862654728,NA
SLC7A13,7.631973389,1.018971286,0.881424041,1.156051161,0.247660231,NA
ZNF518B,184.9304302,0.019230715,0.190368783,0.101018214,0.919536001,0.981097247
AL591866.1,3.647733783,-0.931540758,1.361048158,-0.684428947,0.493704342,NA
RPS10P16,1.732080991,0.066455074,1.887519054,0.035207631,0.971914178,NA
GPER1,19.30872807,0.30994834,0.55993734,0.553541117,0.579892934,0.873863268
AL391863.1,20.60075155,0.432232321,0.54734976,0.789682124,0.429713434,0.793752841
LINC01471,3.06916191,0.032441004,1.364444506,0.023775979,0.981031301,NA
PEX2,1126.80296,0.057138378,0.097261583,0.587471195,0.556887291,0.862890344
RAD21,1213.906251,0.249580219,0.094326082,2.645930081,0.008146665,0.059234606
AC105053.1,105.4652678,0.110125301,0.251316084,0.4381944,0.661245368,0.90582694
MED30,341.506937,0.275870022,0.150012656,1.838978323,0.065918375,0.276504987
TNFRSF11B,290.4011691,1.76514634,0.172671733,10.22255533,1.57E-24,2.00E-22
SBSPON,16.99771368,0.62943339,0.593487157,1.060567837,0.288886346,0.663946239
PHKG1,199.328658,0.510222597,0.185127838,2.756055502,0.005850307,0.045314945
LINC01310,128.8402031,-0.202714047,0.227535996,-0.890909794,0.372977565,0.746829434
CSMD3,60907.53882,0.039204834,0.084520426,0.463850411,0.642754924,0.896013538
SPIDR,8531.313502,-0.056588279,0.066904569,-0.845805894,0.397661037,0.768093178
AC063944.1,234.5421762,0.165307443,0.171823815,0.962075266,0.336011798,0.715109991
ENPP7P2,756.3521349,0.164358624,0.109714646,1.498055458,0.134118842,0.437001508
RPL17P1,0,NA,NA,NA,NA,NA
DNAAF5,303.6339853,0.010408275,0.152187457,0.068391152,0.945474265,0.988572411
LINC00583,0.208743839,1.100467557,4.070923286,0.270323826,0.786911137,NA
ZBTB20-AS3,112.048085,0.68714493,0.241695976,2.843013524,0.004468917,0.036135453
OSGIN2,287.0611464,0.252822469,0.166426934,1.519119911,0.128732316,0.426142539
SUN1,1855.139635,-0.042820564,0.084412279,-0.507278856,0.611959172,0.886762082
OXR1,6912.662756,-0.328435459,0.077480021,-4.238969685,2.25E-05,0.000349761
PRDX3P4,0.193827817,-0.686987405,4.069415954,-0.1688172,0.865940429,NA
TMEM74,48.78178703,-0.116133906,0.358561588,-0.323888309,0.746022595,0.936653678
FAM86FP,87.81587041,0.030879423,0.285449209,0.108178346,0.913854222,0.979342445
ORC5,1162.432365,-0.042065555,0.09753728,-0.431276692,0.666267196,0.907540908
MATN1,57.37716861,-0.305657531,0.339451641,-0.900444995,0.367883485,0.743669528
DHRS3,13.63855909,0.130522439,0.665345947,0.196172291,0.844475315,0.963061768
LRRC38,8.178087943,-0.238846188,0.863530518,-0.276592642,0.782092915,NA
AGAP1,50364.60718,-0.380643945,0.062794787,-6.061712472,1.35E-09,4.42E-08
ZNF436-AS1,249.5485837,-0.131696752,0.167469227,-0.78639374,0.431636849,0.794954564
AC035140.1,61.5144715,0.334372238,0.320297184,1.043943732,0.296511423,0.67211564
ANKRD61,12.83170243,0.34333985,0.720463522,0.476554106,0.633679671,0.892921766
PAFAH2,232.5548965,-0.138655243,0.171189864,-0.809950072,0.417968872,0.784755776
OFD1P17,5.921105563,-0.791053491,1.062238316,-0.744704347,0.456450471,NA
NLGN1-AS1,249.2494436,0.406965638,0.208954061,1.947632111,0.051458999,0.233066154
AL158068.1,0.661861875,1.153514372,3.18873153,0.361747096,0.717541029,NA
SLC30A2,11.61257467,-0.205129434,0.736689027,-0.278447793,0.780668636,0.946118439
BABAM2,6848.626469,-0.12330273,0.069187166,-1.782161885,0.074722836,0.300453054
AL355607.1,6.724325079,0.240293061,0.939732144,0.25570378,0.798179576,NA
CFAP251,143.9800456,0.411529555,0.211947446,1.941658479,0.052178458,0.235724768
LINC01033,27.04870202,0.231234823,0.473721212,0.488124274,0.625461818,0.88946952
AC008417.1,10.13966814,-1.587284811,0.82814911,-1.916665479,0.055280444,NA
MRPL17,188.9958688,0.340732846,0.1882004,1.81047886,0.07022156,0.288928529
NPM1P30,57.87399778,0.163973925,0.331865303,0.494097826,0.621237093,0.887893264
GRHL3,3.572597621,1.178252181,1.308626769,0.900372978,0.367921796,NA
UBXN11,106.3029127,-0.110598916,0.247879776,-0.446179669,0.655467468,0.902832029
NLRP14,11.93522264,1.051002226,0.729077887,1.441549997,0.149429363,0.466335346
PTPDC1,986.3150685,0.040965983,0.103161575,0.397105057,0.691289991,0.916697576
GALNT14,226.6911962,-0.557755284,0.181379749,-3.075069233,0.002104537,0.019230803
AC093903.1,1.031978103,1.620491789,2.630600808,0.616015849,0.53788406,NA
NCK1,1084.159945,-0.272736173,0.099211218,-2.749045697,0.005976905,0.046090505
AL121916.1,0.119120156,-0.692228862,4.070290804,-0.17006865,0.864956148,NA
LYNX1,171.494506,0.009942697,0.205455988,0.048393318,0.961402785,0.9922554
AC010267.1,5.399566169,-0.675831701,1.048374961,-0.644646931,0.519156014,NA
AC099522.1,7.169392701,1.595669424,0.990136537,1.611565036,0.107056624,NA
AC006445.2,2.613480597,-0.358082559,1.489383374,-0.240423363,0.810002068,NA
AC074134.1,0.978147442,0.18855422,2.864314658,0.065828738,0.947514176,NA
AL159163.1,85.8896742,0.255127419,0.27982887,0.911726583,0.361912667,0.738557037
PKHD1L1,3.677139811,0.029652475,1.245994066,0.023798248,0.981013538,NA
MED14,1615.881592,-0.026544394,0.08840457,-0.300260424,0.763978518,0.942010472
RPL5P27,0.667995761,0.291840869,3.426524361,0.085171106,0.932125361,NA
PSD2-AS1,0.887959482,-0.188782963,2.672790889,-0.0706314,0.943691119,NA
LINC02215,7.527019933,-0.252553973,0.896901081,-0.281585092,0.778261673,NA
CIB4,4.570586904,-0.591325452,1.123288338,-0.526423566,0.598593946,NA
PTPN2P1,1.241032645,1.225512672,2.47331561,0.495493849,0.620251563,NA
MEGF11,24505.17589,0.148496197,0.066084501,2.247065425,0.024635846,0.137686076
C12orf43,155.5311628,0.052627478,0.206928611,0.254326736,0.799243146,0.952076665
PEX10,318.2257569,0.023161907,0.149330785,0.155104702,0.876738776,0.971147702
RER1,855.8877887,0.296979595,0.104496223,2.842012728,0.00448297,0.036207953
RADIL,287.4943507,-0.182269901,0.157691882,-1.155861033,0.247738004,0.61638647
AL022341.1,7.934510417,1.577484375,0.899401857,1.753926081,0.079443174,NA
RNF144A-AS1,11.4014332,-0.657069994,0.748348394,-0.878026864,0.37992914,0.752569705
AC004830.2,249.2458509,-0.082937246,0.170267288,-0.487100293,0.626187259,0.889621809
AC034223.1,1.266695183,0.424396146,2.153259684,0.197094734,0.843753404,NA
LINC02362,82.25464855,-0.199980707,0.280976466,-0.711734723,0.476629061,0.825516606
AC021242.1,2.932078844,-1.71755165,1.544289187,-1.112195607,0.266054056,NA
AC074124.1,10.87806558,1.301626461,0.772157936,1.685699777,0.09185364,0.34588864
LINC00578,112.9678263,-0.140305687,0.246047227,-0.570238849,0.56851571,0.868192796
AC124852.1,2926.870537,-0.164823164,0.075879741,-2.172162986,0.029843371,0.157968429
EXOC3,607.9552697,-0.003188827,0.118558066,-0.026896755,0.978542082,0.995368494
LINC02758,0.494169962,1.05945884,3.554409482,0.298068876,0.765650596,NA
AC093700.1,0.214877724,1.084044068,4.068169628,0.266469731,0.789877468,NA
FAIM,501.542898,0.11683314,0.12536909,0.931913447,0.351381258,0.728873671
AC004054.1,90.42139886,0.66808318,0.275968207,2.420870101,0.015483409,0.09724947
LAMTOR3P2,3.080429142,0.345903754,1.451995571,0.238226452,0.811705462,NA
AC009901.1,1.371072225,1.835638728,2.105012516,0.872032216,0.383190803,NA
AC095057.1,0,NA,NA,NA,NA,NA
AL133372.2,2.591193251,0.735516183,1.582981533,0.464639775,0.642189443,NA
SEPTIN1,106.1755253,0.275983501,0.243443398,1.133665991,0.25693468,0.62900838
CLSTN2,2500.482716,-0.528446382,0.079985595,-6.606769438,3.93E-11,1.56E-09
AC137810.1,31.95750223,-0.242095657,0.43850931,-0.552087839,0.580888173,0.874165252
AC012640.1,15.94928994,0.669758148,0.661193654,1.01295308,0.311082573,0.68857915
COLEC12,118.5443848,0.237326855,0.268058101,0.885356026,0.375964641,0.749507554
BCLAF1P1,0.125416704,1.079133603,4.06730708,0.26531894,0.790763775,NA
RNF207,55.11258529,-0.222372163,0.368689833,-0.603141566,0.546414517,0.858291632
EFCAB14-AS1,161.7948281,0.213107873,0.210840604,1.010753476,0.312134436,0.689079021
CUL4B,827.62751,-0.079957285,0.104530662,-0.764917039,0.444320947,0.804244264
ZSWIM5P3,0.756408892,-1.066945474,3.022613211,-0.352987763,0.724097615,NA
AL096803.1,0.193827817,-0.686987405,4.069415954,-0.1688172,0.865940429,NA
LINC02231,21.23239642,0.907986083,0.543655622,1.670149349,0.094889818,0.352842081
ESYT3,128.2932636,0.370496603,0.243623434,1.520775718,0.12831613,0.425561571
AC093895.1,11.42928075,0.585628685,0.72211015,0.810996336,0.417367775,0.784650064
ABHD3,699.7360407,-0.12143072,0.114226097,-1.063073356,0.287748686,0.662661275
AC073050.1,3126.793929,0.237529785,0.085941355,2.763858974,0.005712222,0.044422616
AC008771.1,2460.20197,0.211639736,0.082673118,2.559958307,0.010468472,0.071859281
AC009567.1,1.538764138,2.356468884,2.184767455,1.078590254,0.280770428,NA
LRRC43,15.32555491,-0.273102676,0.652430695,-0.418592623,0.675513882,0.911248265
AC092674.1,4.242722909,-0.780286973,1.186244058,-0.657779457,0.510679856,NA
CLMAT3,75.02027362,0.544465985,0.292918536,1.858762481,0.063060813,0.268313141
PRXL2C,102.8140149,-0.158510436,0.253010369,-0.626497786,0.530988488,0.852827809
AC004672.1,25.64379032,0.037273257,0.494086829,0.075438678,0.939865686,0.987106267
NACA4P,5.216965994,0.578449244,1.066440929,0.542410956,0.587535434,NA
SLFN12L,2.419953705,1.049237398,1.684232031,0.622976751,0.5332998,NA
FAHD1,181.1496089,-0.137383504,0.191657574,-0.716817502,0.473486711,0.823128355
CSNK1A1L,0.208743839,1.100467557,4.070923286,0.270323826,0.786911137,NA
CNNM4,382.1140201,-0.176007623,0.142351841,-1.236426742,0.216299981,0.574584661
AC108471.1,12.17501786,0.319418533,0.721025385,0.443005946,0.657761434,0.904242012
EYA3,1900.927574,-0.11205429,0.083687396,-1.338962563,0.180582861,0.51965328
DZIP1L,297.7261062,0.22418044,0.153701423,1.458544984,0.144690385,0.457859374
TDRD6,382.8814167,0.117194234,0.141881239,0.826002332,0.408802769,0.777311293
TMSB15A,21.71581183,-0.447621931,0.535880138,-0.835302337,0.403547502,0.772587032
AC104819.1,9.80391246,0.035972743,0.863079094,0.041679544,0.966754161,NA
FANCC,1585.834279,0.015073668,0.091974078,0.163890391,0.869817432,0.970140186
